Rented Bike Count,Hour,Temperature(°C),Humidity(%),Rainfall(mm),Snowfall (cm),Seasons,Holiday
44,5,5.1,82,0,0,Winter,Holiday
12,6,4.9,84,0.1,0,Winter,Holiday
3,7,4.7,89,0,0,Winter,Holiday
4,8,4.6,91,0,0,Winter,Holiday
3,9,4.6,94,6.4,0,Winter,Holiday
4,10,4.8,96,0,0,Winter,Holiday
9,11,4.6,95,0,0,Winter,Holiday
4,12,4.1,91,9.5,0,Winter,Holiday
7,13,3.7,90,0,0,Winter,Holiday
28,14,3.3,90,0,0,Winter,Holiday
38,15,2.9,90,3.5,0,Winter,Holiday
54,16,2.3,91,0,0,Winter,Holiday
104,17,2.2,86,0,0,Winter,Holiday
128,18,1.9,82,0.5,0,Winter,Holiday
132,19,1.1,68,0,0,Winter,Holiday
116,20,0.6,67,0,0,Winter,Holiday
145,21,0.4,69,0,0,Winter,Holiday
110,22,0.2,69,0,0,Winter,Holiday
128,23,0,63,0,0,Winter,Holiday
160,0,-0.6,64,0,0,Winter,Holiday
132,1,-1.2,57,0,0,Winter,Holiday
115,2,-1.8,53,0,0,Winter,Holiday
100,3,-2.3,52,0,0,Winter,Holiday
72,4,-3,51,0,0,Winter,Holiday
32,5,-3.7,51,0,0,Winter,Holiday
59,6,-4.1,50,0,0,Winter,Holiday
61,7,-4.6,46,0,0,Winter,Holiday
94,8,-4.9,44,0,0,Winter,Holiday
107,9,-4.6,40,0,0,Winter,Holiday
133,10,-3.7,35,0,0,Winter,Holiday
179,11,-2.8,35,0,0,Winter,Holiday
221,12,-1.6,33,0,0,Winter,Holiday
244,13,-1.5,33,0,0,Winter,Holiday
274,14,-0.4,31,0,0,Winter,Holiday
319,15,0.4,28,0,0,Winter,Holiday
272,16,0.4,27,0,0,Winter,Holiday
260,17,-0.7,29,0,0,Winter,Holiday
237,18,-1.6,33,0,0,Winter,Holiday
184,19,-1.8,41,0,0,Winter,Holiday
181,20,-2.1,49,0,0,Winter,Holiday
185,21,-1.7,51,0,0,Winter,Holiday
176,22,-1.3,53,0,0,Winter,Holiday
169,23,-1,55,0,0,Winter,Holiday
178,0,-1.4,58,0,0,Winter,No Holiday
127,1,-1.5,62,0,0,Winter,No Holiday
85,2,-2.1,69,0,0,Winter,No Holiday
72,3,-2.6,70,0,0,Winter,No Holiday
49,4,-2.6,72,0,0,Winter,No Holiday
65,5,-2.9,77,0,0,Winter,No Holiday
120,6,-2.8,73,0,0,Winter,No Holiday
296,7,-2.9,73,0,0,Winter,No Holiday
578,8,-2.7,68,0,0,Winter,No Holiday
293,9,-2.8,52,0,0,Winter,No Holiday
180,10,-2.2,36,0,0,Winter,No Holiday
250,11,-2.1,28,0,0,Winter,No Holiday
262,12,-1.3,23,0,0,Winter,No Holiday
262,13,-2,15,0,0,Winter,No Holiday
271,14,-1.6,20,0,0,Winter,No Holiday
246,15,-1.9,17,0,0,Winter,No Holiday
282,16,-1.9,17,0,0,Winter,No Holiday
350,17,-3.6,20,0,0,Winter,No Holiday
481,18,-4.7,23,0,0,Winter,No Holiday
317,19,-5.4,27,0,0,Winter,No Holiday
252,20,-6.1,32,0,0,Winter,No Holiday
220,21,-6.6,39,0,0,Winter,No Holiday
213,22,-7.2,38,0,0,Winter,No Holiday
156,23,-7.5,37,0,0,Winter,No Holiday
133,0,-7.9,37,0,0,Winter,No Holiday
142,1,-8.2,39,0,0,Winter,No Holiday
93,2,-8.6,37,0,0,Winter,No Holiday
81,3,-9.1,37,0,0,Winter,No Holiday
55,4,-9.1,33,0,0,Winter,No Holiday
66,5,-9.4,36,0,0,Winter,No Holiday
105,6,-9.8,37,0,0,Winter,No Holiday
262,7,-10.1,38,0,0,Winter,No Holiday
502,8,-10.2,35,0,0,Winter,No Holiday
279,9,-9.8,33,0,0,Winter,No Holiday
146,10,-8.5,29,0,0,Winter,No Holiday
213,11,-6.8,28,0,0,Winter,No Holiday
230,12,-5.5,21,0,0,Winter,No Holiday
258,13,-4.7,18,0,0,Winter,No Holiday
231,14,-4,18,0,0,Winter,No Holiday
228,15,-3.1,16,0,0,Winter,No Holiday
269,16,-3.2,23,0,0,Winter,No Holiday
314,17,-4.2,26,0,0,Winter,No Holiday
466,18,-5.2,32,0,0,Winter,No Holiday
315,19,-5.5,31,0,0,Winter,No Holiday
262,20,-5.9,34,0,0,Winter,No Holiday
242,21,-6.4,34,0,0,Winter,No Holiday
243,22,-6.4,36,0,0,Winter,No Holiday
216,23,-6.3,39,0,0,Winter,No Holiday
164,0,-6.5,41,0,0,Winter,No Holiday
169,1,-6.6,39,0,0,Winter,No Holiday
163,2,-6.6,34,0,0,Winter,No Holiday
86,3,-6,32,0,0,Winter,No Holiday
50,4,-5.8,32,0,0,Winter,No Holiday
61,5,-5.7,28,0,0,Winter,No Holiday
103,6,-5.5,24,0,0,Winter,No Holiday
257,7,-5,31,0,0,Winter,No Holiday
554,8,-4.7,30,0,0,Winter,No Holiday
326,9,-4.3,38,0,0,Winter,No Holiday
225,10,-3.4,33,0,0,Winter,No Holiday
288,11,-2.1,34,0,0,Winter,No Holiday
286,12,-0.8,38,0,0,Winter,No Holiday
301,13,0.8,46,0,0,Winter,No Holiday
311,14,0.8,55,0,0,Winter,No Holiday
303,15,0.4,57,0,0,Winter,No Holiday
390,16,0.3,57,0,0,Winter,No Holiday
407,17,0.2,58,0,0,Winter,No Holiday
552,18,-0.6,62,0,0,Winter,No Holiday
402,19,-0.4,62,0,0,Winter,No Holiday
319,20,-0.3,62,0,0,Winter,No Holiday
332,21,-0.2,62,0,0,Winter,No Holiday
285,22,0,63,0,0,Winter,No Holiday
260,23,0.1,63,0,0,Winter,No Holiday
233,0,0.2,63,0,0,Winter,No Holiday
269,1,0.3,63,0,0,Winter,No Holiday
210,2,0.5,63,0,0,Winter,No Holiday
135,3,0.6,64,0,0,Winter,No Holiday
85,4,0.6,65,0,0,Winter,No Holiday
67,5,0.7,66,0,0,Winter,No Holiday
128,6,0.8,68,0,0,Winter,No Holiday
289,7,0.9,67,0,0,Winter,No Holiday
636,8,1,68,0,0,Winter,No Holiday
353,9,1.2,67,0,0,Winter,No Holiday
252,10,1.9,65,0,0,Winter,No Holiday
317,11,3.1,62,0,0,Winter,No Holiday
363,12,4.3,62,0,0,Winter,No Holiday
370,13,5.2,58,0,0,Winter,No Holiday
419,14,5.7,54,0,0,Winter,No Holiday
426,15,5.7,53,0,0,Winter,No Holiday
504,16,5.4,56,0,0,Winter,No Holiday
534,17,4.5,59,0,0,Winter,No Holiday
574,18,3.6,62,0,0,Winter,No Holiday
395,19,2.7,68,0,0,Winter,No Holiday
292,20,1.7,73,0,0,Winter,No Holiday
282,21,1,77,0,0,Winter,No Holiday
294,22,0.8,77,0,0,Winter,No Holiday
236,23,0.3,80,0,0,Winter,No Holiday
240,0,-0.4,83,0,0,Winter,No Holiday
234,1,-0.5,83,0,0,Winter,No Holiday
192,2,-0.9,84,0,0,Winter,No Holiday
127,3,-1.1,83,0,0,Winter,No Holiday
86,4,-1.1,83,0,0,Winter,No Holiday
52,5,-1.2,81,0,0,Winter,No Holiday
62,6,-1.1,81,0,0,Winter,No Holiday
88,7,-0.7,79,0,0,Winter,No Holiday
162,8,-0.4,78,0,0,Winter,No Holiday
224,9,0.2,76,0,0,Winter,No Holiday
208,10,0.8,73,0,0,Winter,No Holiday
237,11,2,69,0,0,Winter,No Holiday
274,12,3.2,64,0,0,Winter,No Holiday
333,13,4,62,0,0,Winter,No Holiday
356,14,4.3,60,0,0,Winter,No Holiday
337,15,4.3,61,0,0,Winter,No Holiday
345,16,4.1,63,0,0,Winter,No Holiday
183,17,3.8,64,0,0,Winter,No Holiday
45,18,3,84,0.3,0,Winter,No Holiday
40,19,2.3,89,0,0,Winter,No Holiday
66,20,1.9,90,0,0,Winter,No Holiday
64,21,1.8,92,0.2,0,Winter,No Holiday
30,22,1.8,92,0,0,Winter,No Holiday
42,23,1.4,92,0,0,Winter,No Holiday
43,0,0.9,95,0.2,0.2,Winter,Holiday
43,1,0.5,95,0,0.6,Winter,Holiday
65,2,0.4,95,0,1.2,Winter,Holiday
65,3,0.3,91,1,1.2,Winter,Holiday
32,4,-0.2,87,0,1.2,Winter,Holiday
22,5,-0.8,85,0,1.2,Winter,Holiday
25,6,-1.3,84,0,1.2,Winter,Holiday
39,7,-1.8,86,0,1.2,Winter,Holiday
84,8,-2.1,86,0,1.2,Winter,Holiday
103,9,-1.9,82,0,1.2,Winter,Holiday
110,10,-0.5,73,0,1.1,Winter,Holiday
142,11,0.8,62,0,1.1,Winter,Holiday
209,12,1.4,47,0,1,Winter,Holiday
267,13,2.5,36,0,0.7,Winter,Holiday
262,14,3,28,0,0,Winter,Holiday
300,15,3.1,25,0,0,Winter,Holiday
272,16,2.7,26,0,0,Winter,Holiday
240,17,1.7,30,0,0,Winter,Holiday
215,18,0.7,31,0,0,Winter,Holiday
163,19,0,31,0,0,Winter,Holiday
161,20,-1,32,0,0,Winter,Holiday
179,21,-1.6,35,0,0,Winter,Holiday
155,22,-2.1,36,0,0,Winter,Holiday
227,23,-2.6,40,0,0,Winter,Holiday
206,0,-3.2,40,0,0,Winter,Holiday
230,1,-3.3,41,0,0,Winter,Holiday
178,2,-3.7,42,0,0,Winter,Holiday
119,3,-4,44,0,0,Winter,Holiday
62,4,-4.2,53,0,0,Winter,Holiday
61,5,-4.4,54,0,0,Winter,Holiday
65,6,-4.5,51,0,0,Winter,Holiday
81,7,-4.7,56,0,0,Winter,Holiday
89,8,-5,55,0,0,Winter,Holiday
121,9,-4.3,39,0,0,Winter,Holiday
139,10,-1.6,32,0,0,Winter,Holiday
169,11,0.1,27,0,0,Winter,Holiday
225,12,1.5,20,0,0,Winter,Holiday
248,13,2.4,22,0,0,Winter,Holiday
298,14,3.7,24,0,0,Winter,Holiday
344,15,3,27,0,0,Winter,Holiday
310,16,3,28,0,0,Winter,Holiday
271,17,1.8,33,0,0,Winter,Holiday
218,18,0.8,34,0,0,Winter,Holiday
125,19,-0.1,39,0,0,Winter,Holiday
206,20,-0.3,40,0,0,Winter,Holiday
203,21,-0.9,44,0,0,Winter,Holiday
168,22,-1.3,48,0,0,Winter,Holiday
154,23,-1.6,51,0,0,Winter,Holiday
148,0,-1.8,54,0,0,Winter,No Holiday
108,1,-2.1,56,0,0,Winter,No Holiday
69,2,-2.3,62,0,0,Winter,No Holiday
41,3,-2.5,62,0,0,Winter,No Holiday
31,4,-2.7,67,0,0,Winter,No Holiday
58,5,-3.1,67,0,0,Winter,No Holiday
139,6,-3.2,67,0,0,Winter,No Holiday
344,7,-3.2,69,0,0,Winter,No Holiday
655,8,-3.4,71,0,0,Winter,No Holiday
315,9,-3.1,66,0,0,Winter,No Holiday
208,10,-1.4,50,0,0,Winter,No Holiday
269,11,-0.4,40,0,0,Winter,No Holiday
293,12,0.9,29,0,0,Winter,No Holiday
273,13,1.5,23,0,0,Winter,No Holiday
302,14,1.7,20,0,0,Winter,No Holiday
295,15,1.5,22,0,0,Winter,No Holiday
320,16,1.3,23,0,0,Winter,No Holiday
373,17,0.3,27,0,0,Winter,No Holiday
675,18,-0.8,24,0,0,Winter,No Holiday
403,19,-1.3,28,0,0,Winter,No Holiday
364,20,-1.9,26,0,0,Winter,No Holiday
304,21,-2.6,28,0,0,Winter,No Holiday
273,22,-3.4,33,0,0,Winter,No Holiday
186,23,-3.8,35,0,0,Winter,No Holiday
160,0,-4.3,38,0,0,Winter,No Holiday
130,1,-5,42,0,0,Winter,No Holiday
110,2,-5.5,43,0,0,Winter,No Holiday
67,3,-6.1,45,0,0,Winter,No Holiday
43,4,-6.1,45,0,0,Winter,No Holiday
67,5,-6.4,47,0,0,Winter,No Holiday
137,6,-6.7,48,0,0,Winter,No Holiday
308,7,-6.9,48,0,0,Winter,No Holiday
670,8,-7,49,0,0,Winter,No Holiday
342,9,-6.8,44,0,0,Winter,No Holiday
213,10,-5.6,38,0,0,Winter,No Holiday
267,11,-4.5,36,0,0,Winter,No Holiday
297,12,-3.4,32,0,0,Winter,No Holiday
279,13,-2.2,31,0,0,Winter,No Holiday
270,14,-1.5,30,0,0,Winter,No Holiday
286,15,-1.1,29,0,0,Winter,No Holiday
299,16,-0.4,30,0,0,Winter,No Holiday
382,17,-1.9,35,0,0,Winter,No Holiday
637,18,-3.1,39,0,0,Winter,No Holiday
431,19,-3.7,41,0,0,Winter,No Holiday
294,20,-3.9,44,0,0,Winter,No Holiday
335,21,-4.3,47,0,0,Winter,No Holiday
291,22,-5.2,53,0,0,Winter,No Holiday
197,23,-5.9,54,0,0,Winter,No Holiday
159,0,-6.3,54,0,0,Winter,No Holiday
150,1,-6.9,56,0,0,Winter,No Holiday
123,2,-7.3,57,0,0,Winter,No Holiday
57,3,-7.4,54,0,0,Winter,No Holiday
38,4,-7.5,55,0,0,Winter,No Holiday
66,5,-7.6,49,0,0,Winter,No Holiday
120,6,-7.6,47,0,0,Winter,No Holiday
302,7,-8.1,51,0,0,Winter,No Holiday
646,8,-8.6,55,0,0,Winter,No Holiday
340,9,-7.9,48,0,0,Winter,No Holiday
197,10,-6.4,43,0,0,Winter,No Holiday
264,11,-4.4,40,0,0,Winter,No Holiday
290,12,-2.9,33,0,0,Winter,No Holiday
284,13,-2,32,0,0,Winter,No Holiday
262,14,-0.8,32,0,0,Winter,No Holiday
281,15,-1.2,31,0,0,Winter,No Holiday
309,16,-1.4,34,0,0,Winter,No Holiday
397,17,-2.1,37,0,0,Winter,No Holiday
603,18,-2.6,38,0,0,Winter,No Holiday
417,19,-2.7,39,0,0,Winter,No Holiday
311,20,-2.8,39,0,0,Winter,No Holiday
310,21,-3.1,41,0,0,Winter,No Holiday
306,22,-3.6,46,0,0,Winter,No Holiday
221,23,-4,48,0,0,Winter,No Holiday
202,0,-4.7,52,0,0,Winter,No Holiday
170,1,-5.1,51,0,0,Winter,No Holiday
118,2,-5.3,52,0,0,Winter,No Holiday
67,3,-5.5,56,0,0,Winter,No Holiday
47,4,-5.1,55,0,0,Winter,No Holiday
75,5,-5.1,55,0,0,Winter,No Holiday
123,6,-5.1,54,0,0,Winter,No Holiday
327,7,-5.3,53,0,0,Winter,No Holiday
665,8,-5.3,51,0,0,Winter,No Holiday
354,9,-4.7,49,0,0,Winter,No Holiday
232,10,-3.3,50,0,0,Winter,No Holiday
308,11,-0.7,45,0,0,Winter,No Holiday
362,12,-0.3,45,0,0,Winter,No Holiday
312,13,0.9,43,0,0,Winter,No Holiday
343,14,1.4,41,0,0,Winter,No Holiday
333,15,1.5,34,0,0,Winter,No Holiday
329,16,1,34,0,0,Winter,No Holiday
446,17,-0.6,45,0,0,Winter,No Holiday
635,18,-1.8,44,0,0,Winter,No Holiday
443,19,-2.5,49,0,0,Winter,No Holiday
322,20,-3.4,51,0,0,Winter,No Holiday
284,21,-3.5,53,0,0,Winter,No Holiday
281,22,-3.8,53,0,0,Winter,No Holiday
189,23,-3.6,50,0,0,Winter,No Holiday
184,0,-4.3,52,0,0,Winter,No Holiday
222,1,-4.8,54,0,0,Winter,No Holiday
176,2,-5.5,56,0,0,Winter,No Holiday
103,3,-5.6,56,0,0,Winter,No Holiday
61,4,-5.9,61,0,0,Winter,No Holiday
48,5,-6.1,64,0,0,Winter,No Holiday
69,6,-6.5,67,0,0,Winter,No Holiday
105,7,-6.6,65,0,0,Winter,No Holiday
186,8,-6.5,62,0,0,Winter,No Holiday
221,9,-5.8,49,0,0,Winter,No Holiday
204,10,-3.5,39,0,0,Winter,No Holiday
245,11,-1.6,35,0,0,Winter,No Holiday
283,12,0,35,0,0,Winter,No Holiday
356,13,0.9,28,0,0,Winter,No Holiday
370,14,1.8,29,0,0,Winter,No Holiday
373,15,2.3,27,0,0,Winter,No Holiday
352,16,2.7,27,0,0,Winter,No Holiday
354,17,1.1,31,0,0,Winter,No Holiday
271,18,-0.6,37,0,0,Winter,No Holiday
207,19,-1.2,37,0,0,Winter,No Holiday
189,20,-2.1,41,0,0,Winter,No Holiday
214,21,-2.5,47,0,0,Winter,No Holiday
218,22,-2.6,47,0,0,Winter,No Holiday
169,23,-3.2,50,0,0,Winter,No Holiday
192,0,-3.8,48,0,0,Winter,No Holiday
162,1,-3.9,51,0,0,Winter,No Holiday
128,2,-4.4,53,0,0,Winter,No Holiday
102,3,-4.8,56,0,0,Winter,No Holiday
62,4,-5.1,60,0,0,Winter,No Holiday
40,5,-5.6,58,0,0,Winter,No Holiday
38,6,-5.5,52,0,0,Winter,No Holiday
60,7,-5.6,58,0,0,Winter,No Holiday
122,8,-5.3,53,0,0,Winter,No Holiday
143,9,-3.8,49,0,0,Winter,No Holiday
179,10,-1.8,40,0,0,Winter,No Holiday
214,11,0.5,35,0,0,Winter,No Holiday
278,12,1.1,34,0,0,Winter,No Holiday
265,13,1.4,34,0,0,Winter,No Holiday
331,14,1.9,32,0,0,Winter,No Holiday
368,15,2.7,31,0,0,Winter,No Holiday
333,16,2.6,32,0,0,Winter,No Holiday
349,17,2.3,33,0,0,Winter,No Holiday
270,18,1.8,34,0,0,Winter,No Holiday
246,19,1.6,35,0,0,Winter,No Holiday
233,20,1.3,38,0,0,Winter,No Holiday
236,21,1.2,39,0,0,Winter,No Holiday
214,22,1.1,40,0,0,Winter,No Holiday
149,23,1.1,39,0,0,Winter,No Holiday
149,0,0.9,42,0,0,Winter,No Holiday
109,1,0.9,42,0,0,Winter,No Holiday
77,2,0.8,42,0,0,Winter,No Holiday
53,3,0.9,43,0,0,Winter,No Holiday
46,4,1,43,0,0,Winter,No Holiday
67,5,0.8,42,0,0,Winter,No Holiday
159,6,0.8,45,0,0,Winter,No Holiday
374,7,0.7,44,0,0,Winter,No Holiday
701,8,0.7,45,0,0,Winter,No Holiday
387,9,0.8,47,0,0,Winter,No Holiday
253,10,1.3,43,0,0,Winter,No Holiday
278,11,1.7,37,0,0,Winter,No Holiday
356,12,2.7,33,0,0,Winter,No Holiday
303,13,3,32,0,0,Winter,No Holiday
349,14,3.4,31,0,0,Winter,No Holiday
318,15,3.9,33,0,0,Winter,No Holiday
353,16,3.5,36,0,0,Winter,No Holiday
385,17,2.7,50,0,0,Winter,No Holiday
316,18,1.5,70,0,0,Winter,No Holiday
127,19,0.9,88,0,0.5,Winter,No Holiday
144,20,1,89,0,1,Winter,No Holiday
146,21,0.7,77,0.9,1,Winter,No Holiday
149,22,0.1,68,0,1,Winter,No Holiday
112,23,-0.6,62,0,1,Winter,No Holiday
100,0,-1.2,67,0,1,Winter,No Holiday
107,1,-1.9,69,0,1,Winter,No Holiday
75,2,-2.9,66,0,1,Winter,No Holiday
52,3,-3.4,67,0,0.9,Winter,No Holiday
38,4,-4.3,59,0,0.9,Winter,No Holiday
52,5,-5.1,48,0,0.9,Winter,No Holiday
126,6,-5.6,52,0,0.9,Winter,No Holiday
245,7,-5.9,57,0,0.8,Winter,No Holiday
554,8,-6,64,0,0.7,Winter,No Holiday
320,9,-6,61,0,0.6,Winter,No Holiday
190,10,-4.8,57,0,0.5,Winter,No Holiday
247,11,-3.9,51,0,0.5,Winter,No Holiday
262,12,-2.7,45,0,0.4,Winter,No Holiday
265,13,-2.6,45,0,0.3,Winter,No Holiday
265,14,-1.8,45,0,0.2,Winter,No Holiday
257,15,-2.4,51,0,0,Winter,No Holiday
262,16,-2.4,56,0,0,Winter,No Holiday
332,17,-2.9,66,0,0,Winter,No Holiday
558,18,-3.8,58,0,0,Winter,No Holiday
364,19,-4.5,57,0,0,Winter,No Holiday
302,20,-4.9,59,0,0,Winter,No Holiday
281,21,-4.8,59,0,0,Winter,No Holiday
166,22,-4.2,67,0,0,Winter,No Holiday
80,23,-4.9,80,0,0.2,Winter,No Holiday
61,0,-5.2,82,0.5,0.5,Winter,No Holiday
78,1,-5.6,75,0,0.8,Winter,No Holiday
63,2,-5.7,72,0,0.8,Winter,No Holiday
40,3,-6.1,70,0.3,0.8,Winter,No Holiday
31,4,-6.6,72,0,0.8,Winter,No Holiday
39,5,-7.3,75,0,0.8,Winter,No Holiday
84,6,-7.7,74,0,0.8,Winter,No Holiday
158,7,-8,70,0,0.7,Winter,No Holiday
387,8,-7.9,67,0,0.7,Winter,No Holiday
225,9,-7.7,62,0,0.7,Winter,No Holiday
150,10,-6.9,53,0,0.6,Winter,No Holiday
168,11,-6.4,49,0,0.5,Winter,No Holiday
217,12,-5.6,44,0,0.5,Winter,No Holiday
207,13,-5.1,43,0,0.4,Winter,No Holiday
177,14,-5.3,37,0,0.3,Winter,No Holiday
193,15,-5.3,33,0,0.3,Winter,No Holiday
196,16,-5.4,30,0,0.2,Winter,No Holiday
266,17,-6.5,34,0,0,Winter,No Holiday
437,18,-7.8,32,0,0,Winter,No Holiday
259,19,-8.5,35,0,0,Winter,No Holiday
207,20,-8.9,41,0,0,Winter,No Holiday
214,21,-9.4,47,0,0,Winter,No Holiday
165,22,-9.7,51,0,0,Winter,No Holiday
139,23,-10.2,53,0,0,Winter,No Holiday
98,0,-10.3,54,0,0,Winter,No Holiday
100,1,-10.6,55,0,0,Winter,No Holiday
89,2,-10.9,57,0,0,Winter,No Holiday
38,3,-11.2,59,0,0,Winter,No Holiday
33,4,-11.5,57,0,0,Winter,No Holiday
42,5,-11.9,61,0,0,Winter,No Holiday
82,6,-12,61,0,0,Winter,No Holiday
203,7,-12.3,59,0,0,Winter,No Holiday
443,8,-12.6,61,0,0,Winter,No Holiday
227,9,-12,53,0,0,Winter,No Holiday
152,10,-11.1,46,0,0,Winter,No Holiday
146,11,-10.2,41,0,0,Winter,No Holiday
187,12,-8.6,40,0,0,Winter,No Holiday
178,13,-8.6,41,0,0,Winter,No Holiday
187,14,-7.4,38,0,0,Winter,No Holiday
181,15,-8.3,42,0,0,Winter,No Holiday
179,16,-8.2,39,0,0,Winter,No Holiday
219,17,-9.3,43,0,0,Winter,No Holiday
352,18,-10.4,43,0,0,Winter,No Holiday
251,19,-10.9,44,0,0,Winter,No Holiday
177,20,-11.6,49,0,0,Winter,No Holiday
162,21,-12.4,51,0,0,Winter,No Holiday
172,22,-12.9,52,0,0,Winter,No Holiday
119,23,-13.2,51,0,0,Winter,No Holiday
105,0,-13.6,49,0,0,Winter,No Holiday
99,1,-13.7,47,0,0,Winter,No Holiday
83,2,-13.8,43,0,0,Winter,No Holiday
42,3,-14.1,45,0,0,Winter,No Holiday
30,4,-14.3,45,0,0,Winter,No Holiday
35,5,-14.6,45,0,0,Winter,No Holiday
92,6,-14.9,45,0,0,Winter,No Holiday
189,7,-15.1,45,0,0,Winter,No Holiday
419,8,-15.1,44,0,0,Winter,No Holiday
196,9,-14.9,40,0,0,Winter,No Holiday
119,10,-13,37,0,0,Winter,No Holiday
140,11,-11.2,31,0,0,Winter,No Holiday
178,12,-9.6,27,0,0,Winter,No Holiday
177,13,-8.2,29,0,0,Winter,No Holiday
173,14,-7.2,28,0,0,Winter,No Holiday
177,15,-6.5,26,0,0,Winter,No Holiday
196,16,-5.8,21,0,0,Winter,No Holiday
259,17,-6.5,22,0,0,Winter,No Holiday
405,18,-7.5,28,0,0,Winter,No Holiday
273,19,-8.2,32,0,0,Winter,No Holiday
210,20,-7.9,31,0,0,Winter,No Holiday
184,21,-7.4,33,0,0,Winter,No Holiday
186,22,-6.9,39,0,0,Winter,No Holiday
144,23,-6.7,36,0,0,Winter,No Holiday
152,0,-6.6,39,0,0,Winter,No Holiday
168,1,-6.5,45,0,0,Winter,No Holiday
145,2,-6.4,40,0,0,Winter,No Holiday
77,3,-6.5,42,0,0,Winter,No Holiday
47,4,-6.4,46,0,0,Winter,No Holiday
40,5,-6.3,51,0,0,Winter,No Holiday
42,6,-6.4,59,0,0,Winter,No Holiday
43,7,-6.5,68,0,0,Winter,No Holiday
67,8,-6.5,72,0,0.2,Winter,No Holiday
102,9,-6.3,76,0.2,0.4,Winter,No Holiday
106,10,-5.5,72,0,0.6,Winter,No Holiday
133,11,-4.8,70,0,0.6,Winter,No Holiday
174,12,-3.7,66,0.2,0.4,Winter,No Holiday
212,13,-2.5,62,0,0,Winter,No Holiday
215,14,-1.8,62,0,0,Winter,No Holiday
251,15,-1.5,62,0,0,Winter,No Holiday
249,16,-1.2,63,0,0,Winter,No Holiday
277,17,-1.4,68,0,0,Winter,No Holiday
223,18,-2.6,73,0,0,Winter,No Holiday
167,19,-3.3,76,0,0,Winter,No Holiday
158,20,-3.9,78,0,0,Winter,No Holiday
156,21,-4.1,79,0,0,Winter,No Holiday
168,22,-4.3,81,0,0,Winter,No Holiday
131,23,-4.4,81,0,0,Winter,No Holiday
149,0,-4.4,81,0,0,Winter,No Holiday
150,1,-3.7,79,0,0,Winter,No Holiday
111,2,-3.5,78,0,0,Winter,No Holiday
79,3,-3.6,78,0,0,Winter,No Holiday
48,4,-4,79,0,0,Winter,No Holiday
29,5,-4.2,79,0,0,Winter,No Holiday
49,6,-4.3,79,0,0,Winter,No Holiday
59,7,-4.4,80,0,0,Winter,No Holiday
81,8,-3.8,79,0,0,Winter,No Holiday
118,9,-3.4,77,0,0,Winter,No Holiday
134,10,-2.1,72,0,0,Winter,No Holiday
174,11,-0.5,64,0,0,Winter,No Holiday
226,12,1.2,58,0,0,Winter,No Holiday
272,13,3,52,0,0,Winter,No Holiday
304,14,3.7,53,0,0,Winter,No Holiday
353,15,4.6,50,0,0,Winter,No Holiday
366,16,5.3,49,0,0,Winter,No Holiday
302,17,4.5,51,0,0,Winter,No Holiday
250,18,4.1,53,0,0,Winter,No Holiday
208,19,3.9,54,0,0,Winter,No Holiday
210,20,3.5,55,0,0,Winter,No Holiday
213,21,3.1,58,0,0,Winter,No Holiday
196,22,2.8,60,0,0,Winter,No Holiday
144,23,2.7,60,0,0,Winter,No Holiday
171,0,3,60,0,0,Winter,No Holiday
122,1,3,62,0,0,Winter,No Holiday
74,2,3.6,65,0,0,Winter,No Holiday
58,3,4.4,70,0,0,Winter,No Holiday
38,4,4.9,73,0,0,Winter,No Holiday
55,5,5,76,0,0,Winter,No Holiday
82,6,4.9,83,0,0,Winter,No Holiday
209,7,4.4,87,0,0,Winter,No Holiday
444,8,4.1,85,0,0,Winter,No Holiday
303,9,3.9,86,0.2,0,Winter,No Holiday
212,10,4.2,82,0,0,Winter,No Holiday
254,11,4.7,75,0,0,Winter,No Holiday
311,12,6.2,64,0,0,Winter,No Holiday
309,13,6.1,61,0,0,Winter,No Holiday
306,14,7.1,52,0,0,Winter,No Holiday
349,15,7.4,38,0,0,Winter,No Holiday
365,16,7.5,37,0,0,Winter,No Holiday
455,17,6.5,40,0,0,Winter,No Holiday
555,18,5.2,44,0,0,Winter,No Holiday
444,19,4.4,53,0,0,Winter,No Holiday
321,20,3.7,58,0,0,Winter,No Holiday
334,21,3.4,59,0,0,Winter,No Holiday
333,22,3,61,0,0,Winter,No Holiday
230,23,2.4,63,0,0,Winter,No Holiday
212,0,1.8,67,0,0,Winter,No Holiday
207,1,1.2,64,0,0,Winter,No Holiday
141,2,0.5,72,0,0,Winter,No Holiday
81,3,0.3,70,0,0,Winter,No Holiday
51,4,0.8,65,0,0,Winter,No Holiday
58,5,1.1,64,0,0,Winter,No Holiday
140,6,1.2,69,0,0,Winter,No Holiday
318,7,1.1,69,0,0,Winter,No Holiday
650,8,1.2,68,0,0,Winter,No Holiday
376,9,1.9,65,0,0,Winter,No Holiday
221,10,2.7,60,0,0,Winter,No Holiday
256,11,3.9,57,0,0,Winter,No Holiday
276,12,5.2,52,0,0,Winter,No Holiday
296,13,5.8,47,0,0,Winter,No Holiday
276,14,6.5,43,0,0,Winter,No Holiday
250,15,6.3,40,0,0,Winter,No Holiday
277,16,5.8,50,0,0,Winter,No Holiday
381,17,5.2,58,0,0,Winter,No Holiday
592,18,4.9,59,0,0,Winter,No Holiday
409,19,4.6,57,0,0,Winter,No Holiday
